"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"MMP","MMP Industries Limited","7(2)","Rohini Arun Bhandari","Promoter Group","Equity Shares","224313","0.88",,"12","1048","Buy","Equity Shares","224325","0.88","01-Apr-2021","01-Apr-2021","03-Apr-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Apr-2021 23:49","https://archives.nseindia.com/corporate/xbrl/IT_1098081_421395_03042021114925_WEB.xml"
"MMP","MMP Industries Limited","7(2)","Rohini Arun Bhandari","Promoter Group","Equity Shares","224325","0.88",,"12","1040","Sell","Equity Shares","224313","0.88","01-Apr-2021","01-Apr-2021","03-Apr-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Apr-2021 23:36","https://archives.nseindia.com/corporate/xbrl/IT_1098079_421392_03042021113632_WEB.xml"
"JINDALSTEL","Jindal Steel & Power Limited","7(2)","OPJ TRADING PRIVATE LIMITED","Promoter Group","Equity Shares","188413667","18.47",,"247385","85001486","Pledge Revoke","Equity Shares","188413667","18.47","31-Mar-2021","31-Mar-2021","01-Apr-2021","Revokation of Pledge","-","-","0","0","0","0","-","-","03-Apr-2021 17:05","https://archives.nseindia.com/corporate/xbrl/IT_1098076_421364_03042021050540_WEB.xml"
"JINDALSTEL","Jindal Steel & Power Limited","7(2)","OPJ TRADING PRIVATE LIMITED","Promoter Group","Equity Shares","188413667","18.47",,"17618471","5927734568","Pledge Revoke","Equity Shares","188413667","18.47","30-Mar-2021","30-Mar-2021","01-Apr-2021","Revokation of Pledge","-","-","0","0","0","0","-","-","03-Apr-2021 17:05","https://archives.nseindia.com/corporate/xbrl/IT_1098076_421364_03042021050540_WEB.xml"
"SSWL","Steel Strips Wheels Limited","7(2)","Dheeraj Garg","Promoters","Equity Shares","4640228","29.73",,"600000","432090000","Pledge Revoke","Equity Shares","4640228","29.73","03-Apr-2021","03-Apr-2021","03-Apr-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","03-Apr-2021 16:42","https://archives.nseindia.com/corporate/xbrl/IT_1098073_421359_03042021044212_WEB.xml"
"TALBROAUTO","Talbros Automotive Components Limited","7(2)","Kumkum Talwar","Promoter Group","Equity Shares","450079","3.65",,"64949","0","Buy","Equity Shares","515028","4.17","31-Mar-2021","31-Mar-2021","02-Apr-2021","Off Market","-","-","0","0","0","0","NA","-","03-Apr-2021 16:19","https://archives.nseindia.com/corporate/xbrl/IT_1098071_421350_03042021041905_WEB.xml"
"TALBROAUTO","Talbros Automotive Components Limited","7(2)","Bimpi Talwar","Promoter Group","Equity Shares","341197","2.76",,"33821","0","Buy","Equity Shares","375018","3.03","31-Mar-2021","31-Mar-2021","02-Apr-2021","Off Market","-","-","0","0","0","0","NA","-","03-Apr-2021 16:17","https://archives.nseindia.com/corporate/xbrl/IT_1098069_421347_03042021041702_WEB.xml"
"TALBROAUTO","Talbros Automotive Components Limited","7(2)","Vidur Talwar","Promoter Group","Equity Shares","16176","0.13",,"16176","0","Sell","Equity Shares","Nil","0","31-Mar-2021","31-Mar-2021","02-Apr-2021","Off Market","-","-","0","0","0","0","NA","-","03-Apr-2021 16:00","https://archives.nseindia.com/corporate/xbrl/IT_1098067_421333_03042021040027_WEB.xml"
"TALBROAUTO","Talbros Automotive Components Limited","7(2)","Varun Talwar","Promoter Group","Equity Shares","17985","0.15",,"17985","0","Sell","Equity Shares","Nil","0","31-Mar-2021","31-Mar-2021","02-Apr-2021","Off Market","-","-","0","0","0","0","NA","-","03-Apr-2021 15:59","https://archives.nseindia.com/corporate/xbrl/IT_1098065_421328_03042021035910_WEB.xml"
"TALBROAUTO","Talbros Automotive Components Limited","7(2)","Umesh Talwar","Promoters","Equity Shares","345989","2.8",,"29030","0","Buy","Equity Shares","375019","3.04","31-Mar-2021","31-Mar-2021","02-Apr-2021","Off Market","-","-","0","0","0","0","NA","-","03-Apr-2021 15:57","https://archives.nseindia.com/corporate/xbrl/IT_1098063_421321_03042021035743_WEB.xml"
"TALBROAUTO","Talbros Automotive Components Limited","7(2)","Naresh Talwar","Promoters","Equity Shares","545816","4.42",,"16712","0","Buy","Equity Shares","562528","4.56","31-Mar-2021","31-Mar-2021","02-Apr-2021","Off Market","-","-","0","0","0","0","NA","-","03-Apr-2021 15:54","https://archives.nseindia.com/corporate/xbrl/IT_1098061_421315_03042021035441_WEB.xml"
"TALBROAUTO","Talbros Automotive Components Limited","7(2)","Anuj Talwar","Promoter Group","Equity Shares","62851","0.51",,"0","0","Sell","Equity Shares","Nil","0","31-Mar-2021","31-Mar-2021","02-Apr-2021","Off Market","-","-","0","0","0","0","NA","-","03-Apr-2021 15:53","https://archives.nseindia.com/corporate/xbrl/IT_1098059_421308_03042021035312_WEB.xml"
"TALBROAUTO","Talbros Automotive Components Limited","7(2)","Anannya Talwar","Promoter Group","Equity Shares","23750","0.19",,"23750","0","Sell","Equity Shares","Nil","0","31-Mar-2021","31-Mar-2021","02-Apr-2021","Off Market","-","-","0","0","0","0","NA","-","03-Apr-2021 15:51","https://archives.nseindia.com/corporate/xbrl/IT_1098057_421305_03042021035128_WEB.xml"
"TALBROAUTO","Talbros Automotive Components Limited","7(2)","Aliesha Talwar","Promoter Group","Equity Shares","23750","0.19",,"23750","0","Sell","Equity Shares","Nil","0","31-Mar-2021","31-Mar-2021","02-Apr-2021","Off Market","-","-","0","0","0","0","NA","-","03-Apr-2021 15:46","https://archives.nseindia.com/corporate/xbrl/IT_1098055_421302_03042021034634_WEB.xml"
"TALBROAUTO","Talbros Automotive Components Limited","7(2)","TALBROS INTERNATIONAL PRIVATE LIMITED","Promoter Group","Equity Shares","5255520","42.57",,"11028","1428525","Buy","Equity Shares","5266548","42.66","23-Mar-2020","30-Mar-2021","01-Apr-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Apr-2021 15:43","https://archives.nseindia.com/corporate/xbrl/IT_1098053_421295_03042021034336_WEB.xml"
"GULPOLY","Gulshan Polyols Limited","7(3)","Mr. Mohammad Shahid","-","Equity Shares","55862","0.12",,"8500","0","Sell","Equity Shares","47362","0.1","31-Mar-2021","31-Mar-2021","01-Apr-2021","Gift","-","-","0","0","0","0","NA","-","03-Apr-2021 12:51","https://archives.nseindia.com/corporate/xbrl/IT_1098050_421236_03042021125118_WEB.xml"
"GULPOLY","Gulshan Polyols Limited","7(3)","Mr. Mohammad Shahid","-","Equity Shares","60000","0.13",,"4138","0","Sell","Equity Shares","55862","0.12","30-Mar-2021","30-Mar-2021","01-Apr-2021","Gift","-","-","0","0","0","0","NA","-","03-Apr-2021 12:51","https://archives.nseindia.com/corporate/xbrl/IT_1098050_421236_03042021125118_WEB.xml"
"LT","Larsen & Toubro Limited","7(2)","KAMLESHKUMAR D GUPTA","Employees/Designated Employees","Equity Shares","2225","0",,"1000","1513690","Sell","Equity Shares","1225","0","02-Feb-2021","02-Feb-2021","01-Apr-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Apr-2021 12:50","https://archives.nseindia.com/corporate/xbrl/IT_1098049_421232_03042021125004_WEB.xml"
"JSWHL","JSW Holdings Limited","7(2)","OPJ TRADING PRIVATE LIMITED","Promoter Group","Equity Shares","882673","7.41",,"351570","1291070511","Pledge","Equity Shares","882673","7.41","30-Mar-2021","30-Mar-2021","01-Apr-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","03-Apr-2021 12:23","https://archives.nseindia.com/corporate/xbrl/IT_1098046_421216_03042021122351_WEB.xml"
"PDMJEPAPER","Pudumjee Paper Products Limited","7(2)","AMJ Land Holdings Limited","Promoter Group","Equity Shares","6333257","6.67",,"9645","230980","Buy","Equity Shares","6342902","6.68","31-Mar-2021","31-Mar-2021","02-Apr-2021","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","03-Apr-2021 12:07","https://archives.nseindia.com/corporate/xbrl/IT_1098044_421206_03042021120724_WEB.xml"
"TCI","Transport Corporation of India Limited","7(2)","Jasjit Singh Sethi","Key Managerial Personnel","Equity Shares","82490","0.11",,"12724","3359739","Sell","Equity Shares","69766","0.09","30-Mar-2021","31-Mar-2021","02-Apr-2021","Market Sale","-","-","0","0","0","0","BSE,NSE","-","03-Apr-2021 11:46","https://archives.nseindia.com/corporate/xbrl/IT_1098041_421196_03042021114626_WEB.xml"
"JSLHISAR","Jindal Stainless (Hisar) Limited","7(2)","JSL OVERSEAS LIMITED","Promoter Group","Equity Shares","26560440","11.26",,"979000","120858800","Buy","Equity Shares","27539440","11.67","30-Mar-2021","31-Mar-2021","01-Apr-2021","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","03-Apr-2021 10:48","https://archives.nseindia.com/corporate/xbrl/IT_1098038_421143_03042021104806_WEB.xml"
"TCNSBRANDS","TCNS Clothing Co. Limited","7(2)","ANIL CHAUHAN","Key Managerial Personnel","Equity Shares","113492","0.18",,"60","30666","Sell","Equity Shares","113432","0.18","31-Mar-2021","31-Mar-2021","02-Apr-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Apr-2021 10:35","https://archives.nseindia.com/corporate/xbrl/IT_1098036_421129_03042021103507_WEB.xml"
"PLASTIBLEN","Plastiblends India Limited","7(2)","SATYANARAYAN GOPILAL KABRA","Promoters","Equity Shares","3236360","12.45",,"12851","3035456","Buy","Equity Shares","3249211","12.5","15-Mar-2021","31-Mar-2021","01-Apr-2021","Market Purchase","-","-","0","0","0","0","NSE","-","02-Apr-2021 23:49","https://archives.nseindia.com/corporate/xbrl/IT_1098032_421102_02042021114942_WEB.xml"
"IBREALEST","Indiabulls Real Estate Limited","7(2)","Saket Bahuguna","Employees/Designated Employees","Equity Shares","775000","0.17",,"200000","15998970","Sell","Equity Shares","575000","0.13","30-Mar-2021","31-Mar-2021","31-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","02-Apr-2021 22:39","https://archives.nseindia.com/corporate/xbrl/IT_1098030_421099_02042021103906_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","MUNEESH ￂ﾿DHAWAN","Employees/Designated Employees","Equity Shares","29250","0.05",,"50","184050","Sell","Equity Shares","29200","0.05","31-Mar-2021","31-Mar-2021","01-Apr-2021","Market Sale","-","-","0","0","0","0","NSE","-","02-Apr-2021 21:03","https://archives.nseindia.com/corporate/xbrl/IT_1098028_421094_02042021090334_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","Syed Talib Mehandi","Employees/Designated Employees","Equity Shares","2850","0.01",,"500","1823085","Sell","Equity Shares","2350","0","31-Mar-2021","31-Mar-2021","31-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","02-Apr-2021 21:03","https://archives.nseindia.com/corporate/xbrl/IT_1098028_421094_02042021090334_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","RAJESH KUMAR MISHRA","Employees/Designated Employees","Equity Shares","60","0",,"20","73280","Sell","Equity Shares","40","0","31-Mar-2021","31-Mar-2021","31-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","02-Apr-2021 21:03","https://archives.nseindia.com/corporate/xbrl/IT_1098028_421094_02042021090334_WEB.xml"
"MADHAV","Madhav Marbles and Granites Limited","7(2)","MADHAV DOSHI","Director","Equity Shares","812222","9.08",,"4606","221829","Buy","Equity Shares","816828","9.13","31-Mar-2021","31-Mar-2021","01-Apr-2021","Market Purchase","-","-","0","0","0","0","BSE","-","02-Apr-2021 20:23","https://archives.nseindia.com/corporate/xbrl/IT_1098026_421084_02042021082323_WEB.xml"
"MADHAV","Madhav Marbles and Granites Limited","7(2)","MADHAV DOSHI","Director","Equity Shares","805441","9",,"6781","327055","Buy","Equity Shares","812222","9.08","30-Mar-2021","30-Mar-2021","01-Apr-2021","Market Purchase","-","-","0","0","0","0","BSE","-","02-Apr-2021 20:23","https://archives.nseindia.com/corporate/xbrl/IT_1098026_421084_02042021082323_WEB.xml"
"GRASIM","Grasim Industries Limited","7(2)","Anil Rustogi","Employees/Designated Employees","Equity Shares","1","0",,"3720","3151584","Buy","Equity Shares","3721","0","30-Mar-2021","30-Mar-2021","01-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","02-Apr-2021 20:22","https://archives.nseindia.com/corporate/xbrl/IT_1098025_421082_02042021082249_WEB.xml"
"GRASIM","Grasim Industries Limited","7(2)","Biranchi Narayan Satapathy","Employees/Designated Employees","Equity Shares","590","0",,"550","791182","Sell","Equity Shares","40","0","31-Mar-2021","31-Mar-2021","01-Apr-2021","Market Sale","-","-","0","0","0","0","NSE","-","02-Apr-2021 20:22","https://archives.nseindia.com/corporate/xbrl/IT_1098024_421080_02042021082214_WEB.xml"
"GRASIM","Grasim Industries Limited","7(2)","Biranchi Narayan Satapathy","Employees/Designated Employees","Equity Shares","Nil","0",,"590","499848","Buy","Equity Shares","590","0","30-Mar-2021","30-Mar-2021","01-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","02-Apr-2021 20:22","https://archives.nseindia.com/corporate/xbrl/IT_1098024_421080_02042021082214_WEB.xml"
"GRASIM","Grasim Industries Limited","7(2)","Dr. Aspi Patel","Employees/Designated Employees","Equity Shares","7420","0",,"4960","4202112","Buy","Equity Shares","12380","0","30-Mar-2021","30-Mar-2021","01-Apr-2021","ESOP","-","-","0","0","0","0","NA","-","02-Apr-2021 20:22","https://archives.nseindia.com/corporate/xbrl/IT_1098024_421080_02042021082214_WEB.xml"
"GRASIM","Grasim Industries Limited","7(2)","Krishna Kishore Maheshwari","Other","Equity Shares","282185","0.04",,"20000","28787632","Sell","Equity Shares","262185","0.04","31-Mar-2021","31-Mar-2021","01-Apr-2021","Market Sale","-","-","0","0","0","0","NSE","-","02-Apr-2021 20:22","https://archives.nseindia.com/corporate/xbrl/IT_1098024_421080_02042021082214_WEB.xml"
"GRASIM","Grasim Industries Limited","7(2)","Anatole Investments Pte. Ltd.","Promoter Group","ADR/GDR/FCCB","2706350","0.41",,"7500","10539773","Buy","ADR/GDR/FCCB","2713850","0.41","30-Mar-2021","30-Mar-2021","01-Apr-2021","Off Market","-","-","0","0","0","0","NA","-","02-Apr-2021 20:22","https://archives.nseindia.com/corporate/xbrl/IT_1098024_421080_02042021082214_WEB.xml"
"GRASIM","Grasim Industries Limited","7(2)","Anatole Investments Pte. Ltd.","Promoter Group","ADR/GDR/FCCB","2566350","0.39",,"140000","197056359","Buy","ADR/GDR/FCCB","2706350","0.41","26-Mar-2021","26-Mar-2021","31-Mar-2021","Off Market","-","-","0","0","0","0","NA","-","02-Apr-2021 20:22","https://archives.nseindia.com/corporate/xbrl/IT_1098024_421080_02042021082214_WEB.xml"
"LUPIN","Lupin Limited","7(2)","James Alan Butcher","Employees/Designated Employees","Equity Shares","9668","0",,"9668","9536481","Sell","Equity Shares","Nil","0","31-Mar-2021","31-Mar-2021","01-Apr-2021","Market Sale","-","-","0","0","0","0","NSE","-","02-Apr-2021 20:12","https://archives.nseindia.com/corporate/xbrl/IT_1098021_421076_02042021081206_WEB.xml"
"ARVIND","Arvind Limited","7(2)","Jayesh K. Shah","Director","Equity Shares","415000","0.16",,"82600","5439210","Buy","Equity Shares","497600","0.19","31-Mar-2021","31-Mar-2021","02-Apr-2021","Gift","-","-","0","0","0","0","NA","-","02-Apr-2021 20:05","https://archives.nseindia.com/corporate/xbrl/IT_1098018_421073_02042021080547_WEB.xml"
"ARVIND","Arvind Limited","7(2)","Darshil J. Shah","Immediate relative","Equity Shares","82600","0.03",,"82600","5439210","Sell","Equity Shares","Nil","0","31-Mar-2021","31-Mar-2021","02-Apr-2021","Gift","-","-","0","0","0","0","NA","-","02-Apr-2021 20:05","https://archives.nseindia.com/corporate/xbrl/IT_1098018_421073_02042021080547_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","Thinniam Ganesh Vasudevan","-","Equity Shares","8000","0",,"6000","3353040","Sell","Equity Shares","2000","0","31-Mar-2021","31-Mar-2021","31-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","02-Apr-2021 19:56","https://archives.nseindia.com/corporate/xbrl/IT_1098017_421068_02042021075648_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","Nishim T D","-","Equity Shares","25600","0",,"12600","6993000","Pledge","Equity Shares","25600","0","31-Mar-2021","31-Mar-2021","31-Mar-2021","Pledge Creation","-","-","0","0","0","0","NA","-","02-Apr-2021 19:56","https://archives.nseindia.com/corporate/xbrl/IT_1098017_421068_02042021075648_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","Anup Pillai","-","Equity Shares","48750","0",,"4720","2640368","Pledge Revoke","Equity Shares","48750","0","31-Mar-2021","31-Mar-2021","31-Mar-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","02-Apr-2021 19:56","https://archives.nseindia.com/corporate/xbrl/IT_1098017_421068_02042021075648_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","Thinniam Ganesh Vasudevan","-","Equity Shares","8000","0",,"6000","3353040","Pledge Revoke","Equity Shares","8000","0","31-Mar-2021","31-Mar-2021","31-Mar-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","02-Apr-2021 19:56","https://archives.nseindia.com/corporate/xbrl/IT_1098017_421068_02042021075648_WEB.xml"
"HUBTOWN","Hubtown Limited","7(2)","Mahipatray V. Shah HUF","Promoter Group","Equity Shares","1700000","2.34",,"20000","300000","Buy","Equity Shares","1720000","2.36","31-Mar-2021","31-Mar-2021","02-Apr-2021","Others","-","-","0","0","0","0","NA","-","02-Apr-2021 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1098012_421064_02042021073214_WEB.xml"
"INFIBEAM","Infibeam Avenues Limited","7(2)","Smita Shankar Shetkar","Employees/Designated Employees","Equity Shares","147678","0.01",,"43839","2049035","Sell","Equity Shares","103839","0.01","31-Mar-2021","31-Mar-2021","01-Apr-2021","Market Sale","-","-","0","0","0","0","NSE","-","02-Apr-2021 19:25","https://archives.nseindia.com/corporate/xbrl/IT_1098009_421059_02042021072518_WEB.xml"
"INFIBEAM","Infibeam Avenues Limited","7(2)","Smita Shankar Shetkar","Employees/Designated Employees","Equity Shares","207678","0.02",,"60000","2773800","Sell","Equity Shares","147678","0.01","30-Mar-2021","30-Mar-2021","31-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","02-Apr-2021 19:25","https://archives.nseindia.com/corporate/xbrl/IT_1098009_421059_02042021072518_WEB.xml"
"INFIBEAM","Infibeam Avenues Limited","7(2)","Varini V. Patel","Immediate relative","Equity Shares","44000000","3.3",,"3055761","142585284","Sell","Equity Shares","40944239","3.07","31-Mar-2021","31-Mar-2021","02-Apr-2021","Market Sale","-","-","0","0","0","0","NSE","-","02-Apr-2021 19:25","https://archives.nseindia.com/corporate/xbrl/IT_1098009_421059_02042021072518_WEB.xml"
"INTELLECT","Intellect Design Arena Limited","7(2)","ANBAJAGANE R","Employees/Designated Employees","Equity Shares","2944","0",,"1400","1028430","Sell","Equity Shares","1544","0","31-Mar-2021","31-Mar-2021","02-Apr-2021","Market Sale","-","-","0","0","0","0","NSE","-","02-Apr-2021 18:57","https://archives.nseindia.com/corporate/xbrl/IT_1098007_421054_02042021065710_WEB.xml"
"SHALPAINTS","Shalimar Paints Limited","7(2)","SHIVANG JHUNJHNUWALA","Promoter Group","Equity Shares","Nil","0",,"775159","71663450","Buy","Equity Shares","775159","1.43","30-Mar-2021","30-Mar-2021","01-Apr-2021","Inter-se-Transfer","-","-","0","0","0","0","NA","-","02-Apr-2021 18:54","https://archives.nseindia.com/corporate/xbrl/IT_1098005_421051_02042021065419_WEB.xml"
"SHALPAINTS","Shalimar Paints Limited","7(2)","RITU JHUNJHNUWALA","Promoter Group","Equity Shares","Nil","0",,"582347","53837980","Buy","Equity Shares","582347","1.07","30-Mar-2021","30-Mar-2021","01-Apr-2021","Inter-se-Transfer","-","-","0","0","0","0","NA","-","02-Apr-2021 18:54","https://archives.nseindia.com/corporate/xbrl/IT_1098005_421051_02042021065419_WEB.xml"
"SHALPAINTS","Shalimar Paints Limited","7(2)","GAURANG JHUNJHNUWALA","Promoter Group","Equity Shares","Nil","0",,"582347","53837980","Buy","Equity Shares","582347","1.07","30-Mar-2021","30-Mar-2021","01-Apr-2021","Inter-se-Transfer","-","-","0","0","0","0","NA","-","02-Apr-2021 18:54","https://archives.nseindia.com/corporate/xbrl/IT_1098005_421051_02042021065419_WEB.xml"
"SHALPAINTS","Shalimar Paints Limited","7(2)","HIND STRATEGIC INVESTMENTS","Promoter Group","Equity Shares","6500442","11.97",,"2715012","251002859","Sell","Equity Shares","3785430","6.97","30-Mar-2021","30-Mar-2021","01-Apr-2021","Inter-se-Transfer","-","-","0","0","0","0","NA","-","02-Apr-2021 18:54","https://archives.nseindia.com/corporate/xbrl/IT_1098005_421051_02042021065419_WEB.xml"
