,SYMBOL, DATE1, SERIES, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, CLOSE_PRICE, TTL_TRD_QNTY, NO_OF_TRADES, DELIV_QTY, DELIV_PER,HiLo,Wick,ClOP_per,Wick_Percentage,HiLo_Percentage,vol_dis,Factor,Per_vol_Updown,delivery_Factor,delivery_density
10,2020-11-18,AARTIIND, EQ,1130.0,1155.0,1104.0,1145.45,347906,13707,224607.0,64.56,51.0,35.549999999999955,1.3488148762495058,3.1035837443799323,4.4140625,78817.6424778761,47.037560873819494,-121.58997863123764,85.36690206218316,-139.92750348027243
11,2020-11-19,AARTIIND, EQ,1150.0,1154.0,1131.0,1148.1,451665,15085,328494.0,72.73,23.0,21.09999999999991,-0.1654908109049842,1.837819005313122,1.9931640625,226607.035766781,227.01916732637133,65.21836040475218,276.8445738221319,69.16432174067822
12,2020-11-20,AARTIIND, EQ,1148.0,1148.0,1110.0,1122.8,353439,27096,180704.0,51.13,38.0,12.799999999999955,-2.244389027431424,1.1400071250445336,3.310546875,106761.51504424779,10.383484069393146,-112.25535781584094,92.1765776834628,-200.34156266120524
13,2020-11-23,AARTIIND, EQ,1125.0,1145.0,1116.0,1135.55,193753,20122,112363.0,57.99,29.0,18.450000000000045,0.929065210690851,1.6247633305446811,2.533203125,76485.37856592136,35.75012650491483,-39.584214716584,75.10377006966303,-22.732291066032698
14,2020-11-24,AARTIIND, EQ,1138.0,1162.0,1136.0,1145.65,421807,23232,320650.0,76.02,26.0,18.34999999999991,0.6677432025487775,1.6017108191856124,2.23828125,188451.29493891797,49.03524002623289,59.41371557530964,239.05305959335305,68.58280324986424
15,2020-11-25,AARTIIND, EQ,1150.0,1158.0,1116.0,1119.35,204057,14611,132281.0,64.83,42.0,11.349999999999909,-2.738196274623675,1.0139813284495318,3.626953125,56261.273021001616,7.570055346471688,-234.95739577128217,61.04984831241428,-291.5702760963985
16,2020-11-26,AARTIIND, EQ,1115.0,1125.0,1092.0,1109.1,164371,9159,97267.0,59.18,33.0,27.09999999999991,-0.5319628527635132,2.4434225948967594,2.93359375,56030.593874833554,93.89683448980144,-0.4117021259552865,57.133126616308104,-6.855430339756993
17,2020-11-27,AARTIIND, EQ,1111.0,1163.0,1103.0,1155.3,704917,27923,577079.0,81.86,60.0,15.700000000000045,3.834501860988482,1.358954384142649,5.16015625,136607.68508705526,7.244853338767486,58.98430323365246,186.43198788938548,69.35444004909364
18,2020-12-01,AARTIIND, EQ,1161.0,1170.0,1144.0,1156.95,270398,21358,158948.0,58.78,26.0,21.950000000000045,-0.3500583430571709,1.897229785211124,2.22265625,121655.33919156414,110.79321717099218,-12.29074366555048,118.49993986042189,-57.326651902928425
19,2020-12-02,AARTIIND, EQ,1158.0,1185.0,1141.0,1178.6,390786,20511,253704.0,64.92,44.0,23.40000000000009,1.7478364160868693,1.9854064143899564,3.712890625,105251.14781693845,23.22107435543007,-15.585760074709325,111.7663448682274,-6.024707169348166
